"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"01.02.2021","4.428,15","4.560,05","4.577,65","4.393,05","2,59M","-3,79%"
"29.01.2021","4.602,70","4.890,00","4.915,00","4.550,00","2,96M","-5,52%"
"28.01.2021","4.871,80","4.845,00","4.903,95","4.777,00","1,03M","-0,76%"
"27.01.2021","4.909,30","5.052,40","5.052,40","4.832,80","1,05M","-3,41%"
"25.01.2021","5.082,40","5.042,00","5.128,40","4.960,00","717,78K","0,90%"
"22.01.2021","5.036,90","5.048,75","5.105,35","4.985,00","763,12K","-0,30%"
"21.01.2021","5.052,20","5.110,00","5.138,00","5.033,90","581,32K","-0,56%"
"20.01.2021","5.080,65","5.102,30","5.159,75","5.065,05","679,63K","-0,16%"
"19.01.2021","5.088,90","5.088,00","5.104,95","5.036,55","798,10K","0,73%"
"18.01.2021","5.052,10","5.231,00","5.237,95","5.035,00","882,41K","-3,08%"
"15.01.2021","5.212,80","5.315,00","5.315,00","5.195,60","515,52K","-1,81%"
"14.01.2021","5.308,90","5.304,90","5.328,00","5.265,00","534,97K","0,36%"
"13.01.2021","5.290,00","5.365,00","5.375,00","5.238,00","659,21K","-1,19%"
"12.01.2021","5.353,85","5.440,95","5.443,50","5.329,45","748,37K","-1,16%"
"11.01.2021","5.416,80","5.344,00","5.427,00","5.326,00","919,85K","1,47%"
"08.01.2021","5.338,25","5.299,90","5.360,00","5.279,00","809,18K","1,28%"
"07.01.2021","5.270,90","5.301,00","5.325,00","5.253,00","653,29K","-0,33%"
"06.01.2021","5.288,30","5.286,90","5.315,00","5.226,00","542,68K","0,03%"
"05.01.2021","5.286,90","5.240,00","5.337,00","5.226,95","954,18K","0,28%"
"04.01.2021","5.272,25","5.260,00","5.308,35","5.241,35","784,69K","0,59%"
"01.01.2021","5.241,35","5.217,25","5.254,85","5.200,00","583,04K","0,70%"
"31.12.2020","5.205,10","5.190,00","5.253,75","5.161,00","1,21M","0,66%"
"30.12.2020","5.170,95","5.191,45","5.191,45","5.142,50","475,27K","0,10%"
"29.12.2020","5.165,60","5.225,00","5.269,00","5.145,60","882,43K","-0,70%"
"28.12.2020","5.201,80","5.228,15","5.235,00","5.187,00","411,17K","0,00%"
"24.12.2020","5.201,80","5.247,00","5.247,00","5.165,00","675,64K","-0,43%"
"23.12.2020","5.224,10","5.161,45","5.238,70","5.131,25","812,47K","1,21%"
"22.12.2020","5.161,80","5.107,70","5.175,00","4.936,35","1,55M","1,84%"
"21.12.2020","5.068,55","5.243,00","5.274,20","4.962,05","1,81M","-3,06%"
"18.12.2020","5.228,75","5.080,00","5.262,85","5.078,15","3,71M","3,07%"
"17.12.2020","5.072,85","5.050,00","5.134,50","5.030,00","1,36M","0,67%"
"16.12.2020","5.038,95","5.050,00","5.051,75","5.006,00","832,46K","0,15%"
"15.12.2020","5.031,35","5.046,95","5.076,00","5.010,20","1,01M","0,17%"
"14.12.2020","5.022,80","4.952,00","5.054,00","4.952,00","1,18M","0,12%"
"11.12.2020","5.016,95","5.055,10","5.084,05","4.984,80","767,96K","-0,72%"
"10.12.2020","5.053,10","5.058,00","5.086,40","5.015,00","948,29K","-0,08%"
"09.12.2020","5.056,90","5.025,00","5.100,00","5.025,00","1,35M","0,83%"
"08.12.2020","5.015,20","5.050,00","5.080,00","4.955,90","1,33M","-0,28%"
"07.12.2020","5.029,10","4.930,00","5.074,00","4.905,10","2,41M","2,46%"
"04.12.2020","4.908,55","4.940,00","4.960,55","4.862,10","1,40M","-0,29%"
"03.12.2020","4.923,05","4.870,00","4.939,00","4.842,60","1,03M","1,50%"
"02.12.2020","4.850,25","4.852,10","4.889,00","4.811,00","1,22M","0,41%"
"01.12.2020","4.830,40","4.870,00","4.870,00","4.806,00","1,12M","0,03%"
