"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"11.02.2021","139,27","139,66","140,55","138,22","9,20M","-0,28%"
"10.02.2021","139,66","140,00","140,87","139,04","10,32M","0,06%"
"09.02.2021","139,58","139,43","139,98","138,54","8,61M","-0,40%"
"08.02.2021","140,14","138,20","140,30","138,18","10,14M","1,57%"
"05.02.2021","137,98","139,39","139,49","137,38","10,05M","-0,20%"
"04.02.2021","138,25","135,47","138,66","135,47","12,42M","2,30%"
"03.02.2021","135,14","133,65","135,76","133,51","10,60M","1,15%"
"02.02.2021","133,61","131,94","134,39","131,22","12,25M","3,08%"
"01.02.2021","129,62","129,40","130,07","128,48","11,08M","0,74%"
"29.01.2021","128,67","131,19","131,72","128,19","14,81M","-1,11%"
"28.01.2021","130,11","129,90","132,17","128,99","13,76M","1,76%"
"27.01.2021","127,86","129,59","129,85","127,35","17,60M","-2,83%"
"26.01.2021","131,58","132,75","133,17","131,34","11,31M","-0,41%"
"25.01.2021","132,12","132,14","133,17","130,06","14,21M","-1,25%"
"22.01.2021","133,79","132,69","134,40","132,20","12,93M","-0,77%"
"21.01.2021","134,83","135,69","136,16","134,32","13,42M","-0,84%"
"20.01.2021","135,97","137,82","138,17","135,43","16,03M","-1,50%"
"19.01.2021","138,04","139,86","140,70","137,82","19,84M","-0,43%"
"15.01.2021","138,64","137,43","141,65","137,01","27,88M","-1,79%"
"14.01.2021","141,17","140,49","142,75","140,00","18,57M","0,58%"
"13.01.2021","140,35","138,59","140,79","138,10","14,82M","0,09%"
"12.01.2021","140,22","139,44","141,66","138,83","18,03M","1,57%"
"11.01.2021","138,05","134,58","138,20","134,11","15,95M","1,49%"
"08.01.2021","136,02","135,97","136,35","134,12","12,04M","0,11%"
"07.01.2021","135,87","135,69","138,19","134,92","21,94M","3,28%"
"06.01.2021","131,55","129,88","132,77","127,88","24,91M","4,70%"
"05.01.2021","125,65","124,99","126,30","123,77","13,73M","-0,17%"
"04.01.2021","125,87","127,50","127,86","124,78","16,82M","-0,94%"
"31.12.2020","127,07","125,09","127,33","124,82","8,58M","1,36%"
"30.12.2020","125,36","125,49","125,85","124,90","7,40M","0,28%"
"29.12.2020","125,01","126,20","126,28","124,89","8,39M","-0,26%"
"28.12.2020","125,34","125,82","126,65","124,79","8,07M","0,66%"
"24.12.2020","124,52","125,09","125,55","123,57","4,16M","-0,44%"
"23.12.2020","125,07","122,78","126,52","122,35","14,97M","2,79%"
"22.12.2020","121,67","123,39","123,52","121,61","11,81M","-1,52%"
"21.12.2020","123,55","123,17","125,00","121,09","28,32M","3,75%"
"18.12.2020","119,08","119,14","119,88","118,27","28,95M","-0,49%"
"17.12.2020","119,67","121,26","121,45","119,58","11,62M","-0,83%"
"16.12.2020","120,67","120,30","121,08","119,86","11,17M","0,29%"
"15.12.2020","120,32","119,29","120,90","118,62","12,59M","1,71%"
"14.12.2020","118,30","121,33","121,42","118,11","12,11M","-1,05%"
"11.12.2020","119,56","118,94","120,02","118,37","9,98M","-0,59%"
"10.12.2020","120,27","119,99","120,78","119,56","13,67M","-0,64%"
"09.12.2020","121,05","123,17","123,30","120,44","13,07M","-0,78%"
"08.12.2020","122,00","121,04","122,33","120,76","9,59M","0,10%"
"07.12.2020","121,88","121,15","122,17","120,21","9,72M","-0,38%"
"04.12.2020","122,34","122,48","123,29","121,69","13,58M","0,91%"
"03.12.2020","121,24","121,85","121,89","120,36","12,90M","-0,66%"
"02.12.2020","122,04","119,70","122,31","119,27","10,81M","1,92%"
"01.12.2020","119,74","120,34","121,58","119,63","12,68M","1,58%"
